id,name,nationality,art_movement,birth_date,death_date,age,century,zodiac,birth_country,birth_city,birth_continent,death_country,death_city,field,genre,marriage,art_institution,teaching,awards,artwork_url,style,image_genre,object,color,tone,composition,intro_url
0336,Andrzej Wróblewski,Polish,Capism||Modern Art,1927/6/15,1957/3/23,29,20th,Gemini,Lithuania,Vilnius,Europe,Poland,,Painting||Sculpture,Figurative,,Academy of Fine Arts||Jagiellonian University,1,0,https://uploads0.wikiart.org/00136/images/andrzej-wroblewski/fajrant-w-nowej-hucie.jpg!PinterestSmall.jpg,Socialist Realism,Genre Scene,People,Muted Earth Tones,Neutral,Balanced,https://www.wikiart.org/en/andrzej-wroblewski/fajrant-w-nowej-hucie-1953
0337,Simone Forti,American||Italian,Postmodern||Fluxus,1935/3/25,,,,Aries,Italy,Florence,Europe,,,Dance||Choreography||Writing,Postmodern Dance,,Halprin-Lathrop School||San Francisco Dancer's Workshop||Merce Cunningham Studio,0,0,https://uploads3.wikiart.org/00334/images/simone-forti/untitled-from-large-illumination-drawings-1972-1.jpg!PinterestSmall.jpg,Minimalism,Still Life,Circles,Neutral,Light,Minimalist,https://www.wikiart.org/en/simone-forti/untitled-from-large-illumination-drawings-1972-0
0338,Emilio Pettoruti,Argentine,,1892/10/1,1971/10/16,79,19th-20th,Libra,Argentina,La Plata,South America,France,,Painting,Caricature||Cubism||Futurism||Constructivism||Abstraction,Married,Local Academy of Fine Arts||Drawing School in the Museum of Natural History,1,0,https://uploads1.wikiart.org/00114/images/pettoruti/el-improvisador.jpg!PinterestSmall.jpg,Cubism,Portrait,Musicians With Instruments,Muted Earth Tones,Dark,Geometric Arrangement,https://www.wikiart.org/en/pettoruti/el-improvisador
0339,Sheikh Rashid bin Khalifa Al Khalifa,Bahraini,Realism||Impressionism||Individualism||Abstract Expressionism||Romanticism,1952/1/1,,,,,Bahrain,Manama,Asia,,,Painting,Landscape||Abstract,,Hasting College,0,0,https://uploads3.wikiart.org/00278/images/rashid-al-khalifa/total-eclipse-ii-2013.jpg!PinterestSmall.jpg,Post-Minimalism,,Circle,Brown,Neutral,Centered,https://www.wikiart.org/en/rashid-al-khalifa/total-eclipse-ii-2013
0340,Robert Morris,American,Minimalism||Conceptual Art||Land Art||Process Art,1931/2/9,2018/11/28,87,20th-21st,Aquarius,United States,Kansas City,North America,United States,Kingston,Sculpture||Conceptual Art||Writing||Performance Art||Installation Art,,Widowed,University of Kansas||Kansas City Art Institute||Reed College||Hunter College,1,0,https://uploads7.wikiart.org/images/robert-morris/box-with-the-sound-of-its-own-making-1961.jpg!PinterestSmall.jpg,Conceptual Art,Still Life,Geometric Forms,Brown And Black,Neutral,Vertical Orientation,https://www.wikiart.org/en/robert-morris/box-with-the-sound-of-its-own-making-1961
0341,Andreas Gursky,German,Düsseldorf school,1955/1/15,,,,,Germany,Leipzig,Europe,,,Photography,Architecture||Landscape,,Folkwang University of the Arts||Dusseldorf Art Academy,1,0,https://uploads0.wikiart.org/images/andreas-gursky/tote-hosen-2000.jpg!PinterestSmall.jpg,,Crowd Scene,People,Earth Tones,Neutral,"Dense, Panoramic",https://www.wikiart.org/en/andreas-gursky/tote-hosen-2000
0342,Morton Livingston Schamberg,American,Precisionism||Cubism||Modernism||Dada,1881/10/15,1918/10/13,36,19th-20th,Libra,United States,Philadelphia,North America,,,Painting||Photography,Landscape||Portrait||Urban Architecture,,Pennsylvania Academy of the Fine Arts,0,0,https://uploads7.wikiart.org/images/morton-shamberg/painting-formerly-machine-1916.jpg!PinterestSmall.jpg,Precisionism,Still Life,Geometric Shapes,Green,Neutral,Symmetrical,https://www.wikiart.org/en/morton-shamberg/painting-formerly-machine-1916
0343,Richard Estes,American,Photorealism||Super-realism||Hyper-realism,1932/5/14,,,,Taurus,United States,Kewanee,North America,,,Painting,Cityscape||Geometric Landscape,,The School of the Art Institute of Chicago,0,1,https://uploads4.wikiart.org/00281/images/richard-estes/estes-checkout-1.jpg!PinterestSmall.jpg,Photorealism,Interior,"People, Cash Registers, Decorations",Red,Neutral,Crowded Scene,https://www.wikiart.org/en/richard-estes/checkout-2012
0344,André Kertész,Hungarian,Dada,1894/7/2,1985/9/28,91,19th-20th,Cancer,Hungary,Budapest,Europe,United States,New York,Photography,Photojournalism,,,0,0,https://uploads1.wikiart.org/images/andre-kertesz/poughkeepsie-new-york-1937.jpg!PinterestSmall.jpg,,Urban Scene,"Train Station, People",Black And White,Neutral,Diagonal Lines,https://www.wikiart.org/en/andre-kertesz/poughkeepsie-new-york-1937
0345,Barton Lidice Beněs,American,,1942/11/16,2012/5/30,69,20th-21st,Scorpio,United States,Hackensack,North America,United States,New York,Installation,,Cohabiting,Pratt Institute||Beaux-Arts,1,0,https://uploads3.wikiart.org/images/barton-lidice-benes/smorgasbord-italy-2002.jpg!PinterestSmall.jpg,Conceptual Art,Still Life,Fabric And Paper Collage,Multicolored,Neutral,Asymmetrical,https://www.wikiart.org/en/barton-lidice-benes/smorgasbord-italy-2002
0346,Adolph Frederick Ad Reinhardt,American,Abstract expressionism,1913/12/24,1967/8/30,53,20th,,United States,Buffalo,North America,,,Painting,Abstract,,Columbia University||Teachers College||American Artists School||National Academy of Design,0,0,https://uploads1.wikiart.org/images/ad-reinhardt/study-for-a-painting-1938-1.jpg!PinterestSmall.jpg,Abstract Art,Still Life,Shapes And Forms,Brown,Neutral,Asymmetrical,https://www.wikiart.org/en/ad-reinhardt/study-for-a-painting-1938-1
0347,Brion Gysin,Canadian,Surrealism,1916/1/19,1986/7/13,70,20th,,England||Canada,Taplow,Europe,,,Painting||Writing||Sound Poetry||Performance Art,Calligraphy||Biography||Cut-up Technique,,Sorbonne,0,0,https://uploads0.wikiart.org/images/brion-gysin/figures-in-a-moroccan-landscape-1954.jpg!PinterestSmall.jpg,Surrealism,,,,,,https://www.wikiart.org/en/brion-gysin/figures-in-a-moroccan-landscape-1954
0348,Friedensreich Regentag Dunkelbunt Hundertwasser,Austrian,,1928/12/15,2000/2/19,71,20th-21st,Sagittarius,Austria,,,,,Painting||Architecture||Environmental Protection||Applied Art,,Divorced,Academy of Fine Arts,0,0,https://uploads2.wikiart.org/images/friedensreich-hundertwasser/460-hommage-au-tachisme-1961(1).jpg!PinterestSmall.jpg,Transautomatism,,"Geometric Shapes, Lines",Red,Bright,"Geometric, Layered",https://www.wikiart.org/en/friedensreich-hundertwasser/460-hommage-au-tachisme-1961
0349,Peter Max,American||German,Pop Art,1937/10/19,,,,Libra,Germany,Berlin,Europe,,,Painting,Psychedelic,,Lafayette High School (New York City)||Art Students League of New York,0,0,https://uploads0.wikiart.org/images/peter-max/buddha-moon-monk-sunrise-1999.jpg!PinterestSmall.jpg,Pop Art,Figurative,"Person With Umbrella, Sun",Red,Bright,Asymmetrical,https://www.wikiart.org/en/peter-max/buddha-moon-monk-sunrise-1999
0350,John Albert Bauer,Swedish,Romantic Nationalism,1882/6/4,1918/11/20,36,19th-20th,Aries,Sweden,J?nk?ping,Europe,Sweden,Lake V?ttern,Painting||Illustration,Landscape||Mythology||Portrait,,Royal Swedish Academy of Arts,0,0,https://uploads0.wikiart.org/images/john-bauer/freja-1905.jpg!PinterestSmall.jpg,Art Nouveau (Modern),Portrait,Seated Figure,Earth Tones,Soft,Centralized,https://www.wikiart.org/en/john-bauer/freja-1905
0351,John Stuart Ingle,American,Contemporary Realism||Magic Realism,1933/1/1,2010/10/30,77,20th-21st,,United States,Evansville,South America,United States,Minnetonka,Painting,Still Life,,,0,0,https://uploads3.wikiart.org/images/john-stuart-ingle/still-life-with-brass-candlestick.jpg!PinterestSmall.jpg,Photorealism,Still Life,"Bowl Of Pears, Knife, Glass, Tiled Background",Blue,Neutral,Balanced,https://www.wikiart.org/en/john-stuart-ingle/still-life-with-brass-candlestick
0352,Haroutiun Galentz,Armenian,,1910/3/27,1967/3/7,57,20th,Aries,Ottoman Empire (present day Turkey),Gürün,Asia,Armenia,Yerevan,Painting,Landscape||Still Life,,Beirut Academy of Fine Arts,0,0,https://uploads4.wikiart.org/images/haroutiun-galentz/portrait-of-the-violinist-a-gabrielian-1960.jpg!PinterestSmall.jpg,Cubism,Portrait,Violin,Yellow,Bright,Dynamic,https://www.wikiart.org/en/haroutiun-galentz/portrait-of-the-violinist-a-gabrielian-1960
0353,Walter Whall Battiss,South African,Abstract,1906/1/6,1982/8/20,76,20th,,South Africa,Karoo,Africa,South Africa,Port Shepstone,Painting,Abstract,,Witwatersrand Technical College || Johannesburg Training College || University of South Africa,1,0,https://uploads8.wikiart.org/images/walter-battiss/fragments-1976.jpg!PinterestSmall.jpg,Art Brut,Figurative,Human Figures,Multicolored,Neutral,Collage-Like Arrangement,https://www.wikiart.org/en/walter-battiss/fragments-1976
0354,Christopher Kit Williams,British,,1946/4/28,,,,Taurus,United Kingdom,Kent,Europe,,,Painting||Illustration,Figurative,,,0,0,https://uploads6.wikiart.org/images/kit-williams/impudent-encounter-1979.jpg!PinterestSmall.jpg,Surrealism,Animal,"Duck, Fish, Hand",Earth Tones,Neutral,Central Focus With Arch Framing,https://www.wikiart.org/en/kit-williams/impudent-encounter-1979
0355,Pierre Huyghe,French,Contemporary Art,1962/12/11,,,,Sagittarius,France,Paris,Europe,,,Sculpture||Film,,,the Ecole Nationale Superieure des Arts Decoratifs in Paris,0,6,https://uploads6.wikiart.org/images/pierre-huyghe/untilled-detail-2012-1.jpg!PinterestSmall.jpg,Conceptual Art,Still Life,"Wooden Planks, Stones",Earth Tones,Neutral,Balanced Arrangement,https://www.wikiart.org/en/pierre-huyghe/untilled-detail-2012-1
0356,Carsten H?ller,German||Belgian,,1961/9/1,,,,Virgo,Belgium,Brussels,Europe,,,Installation||Sculpture||Performance Art,Experiment-based||Participatory,Cohabiting,,0,0,https://uploads0.wikiart.org/images/carsten-holler/light-room-2008.jpg!PinterestSmall.jpg,Conceptual Art,Installation Art,"Light Installation, Person",White,Neutral,"Linear, Repetitive Pattern",https://www.wikiart.org/en/carsten-holler/light-room-2008
0357,Lucian Michael Freud,British,School of London,1922/12/8,2011/7/20,88,20th-21st,Sagittarius,Germany,Berlin,Europe,United Kingdom,London,Painting||Draftsman,Portrait||Figurative Art,Married,UCL Slade School of Fine Art,1,0,https://uploads4.wikiart.org/images/lucian-freud/red-haired-man-on-a-chair-1963.jpg!PinterestSmall.jpg,Expressionism,Portrait,"Man, Chair, Wooden Post",Earth Tones,Neutral,Centralized Composition,https://www.wikiart.org/en/lucian-freud/red-haired-man-on-a-chair-1963
0358,Mira Schendel,Brazilian,Modernism||Concrete Art,1919/6/7,1988/7/24,69,20th,Cancer,Switzerland,Zurich,Europe,Brazil,,Drawing||Painting||Poetry||Sculpture,Modernist,,Universita Cattolica del Sacro Cuore,0,0,https://uploads0.wikiart.org/images/mira-schendel/untitled-1963(1).jpg!PinterestSmall.jpg,Minimalism,,Diamond Shapes,"Black, White",Neutral,Symmetrical,https://www.wikiart.org/en/mira-schendel/untitled-1963
0359,John Dwyer McLaughlin,American,Minimalism||Hard-edge painting,1898/5/21,1976/3/20,77,19th-20th,Gemini,United States,Sharon,North America,California,Dana Point,Painting,Abstract,Married,,0,1,https://uploads0.wikiart.org/images/john-mclaughlin/number-14-1963.jpg!PinterestSmall.jpg,Minimalism,,Color Fields,"Black, Blue, White",Neutral,Geometric Division,https://www.wikiart.org/en/john-mclaughlin/number-14-1963
0360,Saul Steinberg,Romanian || American,Modernism,1914/6/15,1999/5/12,85,20th,Gemini,Romania,Ramnicu S?rat,Europe,,,Cartooning||Illustration,,,University of Bucharest || Politecnico di Milano,0,0,https://uploads7.wikiart.org/images/saul-steinberg/untitled-1961.jpg!PinterestSmall.jpg,Expressionism,Conceptual,Question Marks,Black And White,Neutral,Asymmetrical,https://www.wikiart.org/en/saul-steinberg/untitled-1961
0361,Danh V?,Vietnamese||Danish,Contemporary,1975/8/1,,,,Leo,Vietnam,,Asia,,,Installation||Conceptual Art,,Remarried,Stadelschule in Frankfur,0,0,https://uploads1.wikiart.org/00324/images/danh-vo/cathedral-block-prayer-stage-gun-stock-2019.jpg!PinterestSmall.jpg,Conceptual Art,Sculpture,"Wood Logs, Planks",Neutral Tones,Light,Arranged In Stacks,https://www.wikiart.org/en/danh-vo/cathedral-block-prayer-stage-gun-stock-2019
0362,Kexin Di,Chinese,Classical Realism,,,,,,China,Jinzhou,Asia,,,Painting,Figurative||Realist,,"Luxun Academy of Fine Arts, China Academy of Art",0,0,https://uploads0.wikiart.org/00290/images/kexin-di/3-106-86cm-2018.jpeg!PinterestSmall.jpeg,Kitsch,Portrait,Person With A Sword And Horse,Red,Dark,Central Focus,https://www.wikiart.org/en/kexin-di/xia-ke-xing-2018
0363,Robert Filliou,French||American,Fluxus,1926/1/17,1987/12/2,61,20th,,,,,France,Les Eyzies,Filmmaking||Sculpture,,,,0,0,https://uploads4.wikiart.org/images/robert-filliou/main-d-artiste-1967.jpg!PinterestSmall.jpg,Conceptual Art,Still Life,Hand,Black And White,Dark,Centered,https://www.wikiart.org/en/robert-filliou/main-d-artiste-1967
0364,Xu Beihong,Chinese,Chinese modern art,1895/7/19,1953/9/26,58,19th-20th,Cancer,China,Yixing,Asia,,,Painting,Ink Painting||Oil Painting,,"école Nationale Supérieure des Beaux-Arts, National Central University, Central Academy of Fine Arts",0,0,https://uploads4.wikiart.org/images/xu-beihong/cormorant-1931.jpg!PinterestSmall.jpg,Expressionism,Animal,Bird,Black,Neutral,Centered,https://www.wikiart.org/en/xu-beihong/cormorant-1931
0365,José Luis Cuevas,Mexican,Generación de la Ruptura,1934/2/26,2017/7/3,83,20th-21st,Pisces,Mexico,Mexico City,North America,Mexico,Mexico City,Painting||Illustration||Engraving,,,the National School of Painting and Sculpture La Esmeralda,1,0,https://uploads1.wikiart.org/00315/images/jose-luis-cuevas/la-playa.jpg!PinterestSmall.jpg,Neo-Figurative Art,Figurative,Human Figures,Blue,Neutral,Dynamic,https://www.wikiart.org/en/jose-luis-cuevas/playa-1996
0366,Claudio Bravo Camus,Chilean,Hyperrealism,1936/11/8,2011/6/4,74,20th-21st,Scorpio,Chile,Valparaiso,South America,,,Painting||Drawing||Lithography||Engraving||Sculpture,Still life||Portrait,,the Colegio San Ignacio in Santiago,0,0,https://uploads1.wikiart.org/images/claudio-bravo/blue-chilaba-1995.jpg!PinterestSmall.jpg,Hyper-Realism,Portrait,Person In A Blue Robe,Blue,Neutral,Central Focus,https://www.wikiart.org/en/claudio-bravo/blue-chilaba-1995
0367,Wang Guangyi,Chinese,Political Pop,1905/5/10,,,,Taurus,China,Harbin,Asia,,,Painting,Political Pop,,Zhejiang Academy of Fine Arts,0,0,https://uploads4.wikiart.org/images/wang-guangyi/great-criticism-coca-cola-2005.jpg!PinterestSmall.jpg,Neo-Pop Art,Figurative,"Two Dancers, Coca-Cola Logo",Red,Bright,Symmetrical,https://www.wikiart.org/en/wang-guangyi/great-criticism-coca-cola-2005
0368,Ronnie Landfield,American,Lyrical Abstraction||Postminimalism||Color Field painting||Abstract expressionism,1947/1/9,,,,,United States,New York,North America,,,Painting,Abstract||Landscape,,Kansas City Art Institute,0,0,https://uploads1.wikiart.org/images/ronnie-landfield/the-howl-of-terror-1967.jpg!PinterestSmall.jpg,Color Field Painting,Abstract,"Rectangles, Bands",Dark Purple,Dark,Geometric,https://www.wikiart.org/en/ronnie-landfield/the-howl-of-terror-1967
0369,Georg Baselitz,German,Expressive||Figurative,1938/1/23,,,,Aquarius,Germany,Deutschbaselitz,Europe,,,Painting||Sculpture||Graphic Art,Figurative||Expressive,,Hochschule für Bildende und Angewandte Kunst||Hochschule der Künste,0,0,https://uploads6.wikiart.org/images/georg-baselitz/rebel-1965-1.jpg!PinterestSmall.jpg,Neo-Expressionism,Portrait,Person,Dark Blue,Dark,Figurative,https://www.wikiart.org/en/georg-baselitz/rebel-1965-1
0370,Piero Manzoni,Italian,Conceptual Art||Avant-garde Art||Arte Povera,1933/7/13,1963/2/6,29,20th,Cancer,Italy,Soncino Cremona,Europe,Italy,Milan,Art,,,,0,0,https://uploads7.wikiart.org/images/piero-manzoni/achrome-1959-3.jpg!PinterestSmall.jpg,Spatialism,Abstract,Lines,White,Neutral,Horizontal Lines,https://www.wikiart.org/en/piero-manzoni/achrome-1959-3
0371,Salvador Domingo Felipe Jacinto Dalí i Domènech,Spanish||Catalan,Surrealism,1904/5/11,1989/1/23,84,20th,Taurus,Spain,Figueres,Europe,Spain,Figueres,Painting||Film||Sculpture||Photography,Surrealist||Modernist,,Real Academia de Bellas Artes de San Fernando,0,0,https://uploads0.wikiart.org/00475/images/salvador-dali/w1siziisijm4njq3mcjdlfsiccisimnvbnzlcnqilcitcxvhbgl0esa5mcatcmvzaxplidiwmdb4mjawmfx1mdazzsjdxq.jpg!PinterestSmall.jpg,Surrealism,Landscape,"Melting Clocks, Landscape, Tree, Amorphous Figure",Blue,Dark,Asymmetrical,https://www.wikiart.org/en/salvador-dali/the-persistence-of-memory-1931
0372,Johannes Itten,Swiss,Expressionism,1888/11/10,1905/5/20,16,19th-20th,Scorpio,Switzerland,Südern-Linden,Europe,Switzerland,Zurich,Painting||Design||Teaching||Writing,,,Bern-Hofwil Teachers' Academy,1,0,https://uploads1.wikiart.org/images/johannes-itten/children-s-portraits-1922.jpg!PinterestSmall.jpg,Naïve Art (Primitivism),Portrait,"Child, Toys",Multicolor,Bright,Central Composition With Geometric Elements,https://www.wikiart.org/en/johannes-itten/children-s-portraits-1922
0373,Anselm Kiefer,German||Austrian,New Symbolism||Neo–Expressionism,1945/3/8,,,,Pisces,Germany,Donaueschingen,Europe,,,Painting||Sculpture,,,Art academies in Freiburg,0,0,https://uploads7.wikiart.org/00225/images/anselm-kiefer/the-secret-life-of-plants-for-robert-fludd-1987-2014.jpg!PinterestSmall.jpg,New European Painting,Abstract,"Twigs, Textured Surface","Black, Grey",Dark,"Textured, Layered",https://www.wikiart.org/en/anselm-kiefer/the-secret-life-of-plants-for-robert-fludd-2014
0374,Gillian Ayres,British,Abstract,1930/2/3,2018/4/11,88,20th-21st,Aquarius,United Kingdom,London,Europe,,,Painting||Printmaking,Abstract,,Camberwell School of Art,1,1,https://uploads5.wikiart.org/images/gillian-ayres/sound-of-silence-1998.jpg!PinterestSmall.jpg,Lyrical Abstraction,Abstract,Shapes And Patterns,Multicolored,Bright,Dynamic And Asymmetrical,https://www.wikiart.org/en/gillian-ayres/sound-of-silence-1998
0375,Rafa al-Nasiri,Iraqi,Pan-Arab modern art,1905/4/23,2013/12/7,73,20th-21st,,Iraq,Tikrit,Asia,Jordan,Amman,Painting||Draughtsmanship||Print-making||Education||Writing,Social||Political,,Baghdad’s Institute of Fine Arts||Beijing’s Central Academy of Fine Arts,0,0,https://uploads8.wikiart.org/images/rafa-nasiri/untitled-024-1979.jpg!PinterestSmall.jpg,Abstract Expressionism,Landscape,"Circle, Geometric Shapes",Blue,Dark,Centralized,https://www.wikiart.org/en/rafa-nasiri/untitled-024-1979
0376,Victor Vasarely,French||Hungarian,Op art,1906/4/9,1997/3/15,90,20th,Aries,Hungary,Pécs,Europe,France,Paris,Graphic Design||Sculpture,Abstract||Optical Illusion,Married,private Podolini-Volkmann Academy,0,0,https://uploads6.wikiart.org/images/victor-vasarely/tigres-1938.jpg!PinterestSmall.jpg,Op Art,Animal,Tigers,"Yellow, Black, Red",Bright,"Dynamic, Overlapping Forms",https://www.wikiart.org/en/victor-vasarely/tigres-1938
